X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
290	0	0	0	0.005669397	0.383561536	0.548751621	85.14865596	0	0.002000008	11.14945948	17.63067788	0	0.004060868	0	0	0.030620173	0	10.37825749	0	0	0.049270205	0	0
291	0	0	0	0	7.425125713	0	9.264645141	6.034577314	3.508510421	4.99630876	42.86771736	0	0.003451793	0	0	0.035193736	0	10.55604081	0	0	0.072262918	0	0
292	0	21.05845169	13.57982587	27.35077673	0.008689127	0.024138334	0.004452034	0.714862453	2.156590891	2.997850634	1.160174158	0.708859283	9.794734585	27.3987915	22.20870061	4.55049322	0	0.174350789	36.34225864	0.504664652	19.18168922	0	0.26020447
293	686.8654303	5.728848848	16.87342044	0.366569796	100.704139	0	207.4192574	26.67452569	98.76606659	6.839870074	60.73851321	0	0	0	0	15.43896324	0	41.87651958	1.157209987	0	0	0	44.87492187
294	242.50426	1.599387971	3.997947946	0.011239773	42.82836492	16.46005443	26.93744276	13.10374661	7.317159538	9.61983535	29.96556504	0.067562043	0	0	0	0.242251748	10.25970487	27.30249282	0	0.01846734	0.030437968	0	0.04544581
295	236.6106931	1.500673053	0.267897318	0	39.63016723	6.730726636	64.29131575	6.362540464	13.46053881	1.947934016	36.98025456	0.005110805	0	0	0	9.53938064	0	5.770880605	0	0	0	0	0
296	240.2669108	10.11886044	2.604128112	3.24384648	121.5375733	18.30900449	139.6319218	9.534961604	18.29096754	29.89299684	65.74396073	4.209504187	2.952339109	7.602945062	3.611406347	21.45478516	6.178101771	18.01493921	1.975084104	5.518861555	7.01074054	3.202863384	10.64244781
297	0	0.136530262	0.032821147	0.719858041	10.92283454	0	24.94396638	0	4.138901977	2.788738665	0.126552631	0.002658827	0	0	0	0.512841062	0.996052657	18.038495	0.283925986	0.347803441	1.752192258	0	9.826001115
298	69.49676397	13.59915688	4.04727569	2.738257253	82.09853039	1.941125089	15.71745832	4.496456039	43.6838402	18.87232347	14.34038618	0.038360688	16.25471419	6.463375579	10.03833925	46.84460845	0.022641992	12.0020892	10.77344955	7.190951945	2.776802024	0.151429239	14.78808483
299	845.4678497	61.1498588	0.529620801	0.07826367	534.1318396	34.88284139	780.2018978	45.61564405	162.5123058	96.24342178	533.5021118	0.282643732	0.10309649	0.060540369	1.145873705	208.7686366	6.340981027	118.9063385	0.01093567	0.939546787	0.392261647	0	30.35575605
300	0	9.145857099	38.7041838	25.72148826	17.15534142	148.1207519	0	211.4644022	38.26473288	123.3644587	7.786286505	20.42972865	44.78172775	15.61055394	28.57086791	13.20790092	154.9635314	55.36370309	73.85894148	10.05354617	19.47125846	236.772066	75.99116674
301	35.82512675	1.993185365	3.374992829	1.675081077	26.97644042	0	54.95205899	4.432103097	58.33840788	9.521934857	91.77057772	0.228978026	0.361016618	0.33095326	2.863519743	33.13337079	1.051481442	16.95052955	0.873611572	0.392714357	0.289856212	0	1.912553327
